index,id,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old,dayofweek,day,month
12470,19659,4,4.5,5770,10050,1.0,0,3,5,9,3160,2610,1949,0,200.67700000000002,4.724999999999994,2950,6700,4,14,11
12471,11264,3,1.5,1140,3292,2.0,0,0,3,7,1140,0,1988,0,200.5701,4.982999999999991,1150,3592,4,14,11
12472,7368,3,2.5,1780,7192,1.0,0,0,4,7,1250,530,1974,0,200.4093,4.8270000000000115,1870,8500,4,14,11
12473,20499,3,2.5,1090,1139,2.0,0,0,3,8,960,130,2009,0,200.5664,4.631,1400,1348,4,14,11
12474,2704,3,1.0,1260,9638,2.0,0,0,4,7,1260,0,1920,0,200.6773,4.822000000000003,1760,7822,4,14,11
12475,19385,2,1.0,1670,6212,1.0,0,0,4,7,1670,0,1947,0,200.7152,4.717999999999988,1670,7272,4,14,11
12476,7406,4,2.5,1720,5805,2.0,0,0,3,8,1720,0,2000,0,200.3286,4.792000000000002,2360,7700,4,14,11
12477,18091,4,2.5,3000,9460,2.0,0,0,3,9,3000,0,2001,0,200.3959,4.7890000000000015,3000,8450,4,14,11
12478,3848,3,2.5,2280,10879,2.0,0,0,3,9,2280,0,1984,0,200.6217,4.966000000000008,2400,9536,4,14,11
12479,15259,3,2.5,2030,5100,2.0,0,0,3,7,2030,0,2008,0,200.6594,4.602999999999994,1790,4380,4,14,11
12480,5645,4,2.5,1920,7345,2.0,0,0,3,8,1920,0,1992,0,200.3526,4.944999999999993,1860,7364,4,14,11
12481,4951,3,1.0,1860,9225,1.0,0,0,3,7,1860,0,1957,0,200.3904,4.700000000000003,1740,12204,4,14,11
12482,1947,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,0,200.5654,4.6160000000000005,1570,6100,4,14,11
12483,16374,4,3.0,3180,12070,2.0,0,0,4,9,3180,0,1976,0,200.6371,4.942000000000006,3110,12600,4,14,11
12484,14143,2,1.0,960,8450,1.0,0,0,5,6,960,0,1950,0,200.755,4.6839999999999975,1090,8450,4,14,11
12485,16645,4,2.5,3520,35991,2.0,0,0,4,10,3520,0,1992,0,200.7437,4.965000000000003,3210,35991,4,14,11
12486,6500,3,1.5,1090,9605,1.0,0,0,4,6,1090,0,1969,0,200.3609,4.9720000000000075,1160,10487,4,14,11
12487,12091,4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,1916,0,200.6415,4.715000000000003,2950,9323,4,14,11
12488,14662,3,2.5,2010,17362,2.0,0,0,3,8,2010,0,1994,0,200.6904,4.823999999999998,1920,7200,4,14,11
12489,20353,4,2.25,2020,5600,1.0,0,2,4,8,1210,810,1961,0,200.6821,4.732999999999991,2660,6050,4,14,11
12490,6270,5,2.5,2250,10400,1.0,0,0,3,8,1280,970,1973,0,200.4501,4.861000000000004,2140,9592,4,14,11
12491,7441,4,3.0,3160,10948,1.0,0,3,3,8,1930,1230,1991,0,200.3733,4.577999999999988,2380,13623,4,14,11
12492,19711,3,2.5,1810,4332,2.0,0,0,3,8,1810,0,1992,0,200.5776,5.003999999999991,1740,4332,4,14,11
12493,1923,5,1.75,2190,27260,1.0,0,0,4,7,2190,0,1947,1974,200.4546,4.662999999999997,1620,39480,4,14,11
12494,12750,5,2.75,2790,20824,1.0,0,0,3,9,1680,1110,1959,0,200.6948,4.717999999999988,2380,10465,4,14,11
12495,11785,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,200.6337,4.635000000000005,2020,4800,4,14,11
12496,2650,5,2.75,2910,13332,2.0,0,0,4,8,2910,0,1940,1991,200.4977,4.6410000000000045,1760,8900,4,14,11
12497,20587,5,2.5,2460,5604,2.0,0,0,3,8,2460,0,2011,0,200.3658,4.962999999999994,2210,6395,4,14,11
12498,9152,3,3.25,3800,13995,2.0,0,3,3,9,3800,0,1983,0,200.7741,4.797000000000012,2480,8434,4,14,11
12499,11258,4,2.5,3180,20870,2.0,0,0,3,8,2120,1060,1967,0,200.7176,4.7589999999999995,2700,14190,4,14,11
12500,20745,3,2.0,1660,3600,1.0,0,0,3,7,1000,660,1939,2006,200.6789,4.649000000000001,1700,4356,4,14,11
12501,10796,3,1.0,1010,8581,1.0,0,0,4,6,1010,0,1920,0,200.3043,4.783999999999992,1060,10354,4,14,11
12502,17810,4,2.0,2200,3060,1.0,0,0,3,7,1100,1100,1908,2000,200.565,4.716000000000008,1410,5100,4,14,11
12503,6046,1,1.0,720,7140,1.0,0,0,3,6,720,0,1930,0,200.5119,4.661000000000001,1140,7577,4,14,11
12504,14438,5,2.75,2990,7200,2.0,0,0,3,8,2990,0,1997,0,200.4955,4.840000000000003,2710,7620,4,14,11
12505,9548,3,1.0,940,7980,1.0,0,0,3,6,940,0,1961,0,200.5107,4.655000000000001,1050,7980,4,14,11
12506,6991,3,2.0,1640,13249,1.0,0,0,3,7,1640,0,1995,0,200.3589,4.718999999999994,1640,9240,4,14,11
12507,5050,2,1.0,810,3880,1.0,0,0,3,7,810,0,1952,0,200.6631,4.635000000000005,900,4365,4,14,11
12508,16817,2,2.5,1950,2457,3.0,0,0,3,8,1950,0,2009,0,200.5925,4.697999999999993,1650,1639,4,14,11
12509,5490,3,2.25,1936,9495,1.0,0,0,3,8,1936,0,2013,0,200.3714,4.802999999999997,1410,12770,4,14,11
12510,17374,5,4.5,4600,7810,2.0,0,0,3,9,3200,1400,2006,0,200.5381,5.1400000000000015,4480,6324,4,14,11
12511,5686,5,3.5,5470,35071,2.0,0,0,3,11,4590,880,1976,0,200.6368,4.841000000000008,3600,35074,4,14,11
12512,18619,3,3.5,2880,11340,1.0,0,0,3,8,1690,1190,1980,2013,200.6113,4.942000000000006,2530,11340,4,14,11
12513,1383,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,200.5922,4.853999999999999,1530,7700,4,14,11
12514,19806,3,1.75,1300,9600,1.0,0,0,4,7,1300,0,1969,0,200.6388,4.897000000000006,2070,9775,4,14,11
12515,3113,1,1.0,460,4120,1.0,0,0,3,4,460,0,1937,0,200.4868,4.801000000000002,990,4120,4,14,11
12516,18023,4,1.75,2520,7770,1.0,0,0,3,8,1680,840,1965,0,200.7721,4.627999999999986,2340,7770,4,14,11
12517,10581,3,2.5,1580,991,3.0,0,0,3,9,1580,0,2009,0,200.6276,4.6410000000000045,1610,1297,4,14,11
12518,5731,4,1.75,2340,9100,1.0,0,0,3,8,1610,730,1975,0,200.6401,4.892000000000009,2470,11000,5,15,11
12519,20051,5,4.0,2980,4500,1.5,0,0,3,7,2070,910,1921,0,200.6736,4.677000000000007,1560,4225,5,15,11
12520,14779,4,2.5,2500,5264,2.0,0,0,3,7,2500,0,2003,0,200.3853,4.9720000000000075,1960,5250,6,16,11
12521,2637,4,1.75,2160,28750,2.0,0,0,4,8,2160,0,1978,0,200.3212,4.882000000000005,1790,53578,6,16,11
12522,15157,6,3.0,2580,8064,1.5,0,0,3,7,1880,700,1913,0,200.5549,4.712999999999994,1510,6084,6,16,11
12523,3487,3,1.0,1370,6450,1.0,0,0,3,7,1370,0,1948,0,200.7195,4.712000000000003,1550,6898,0,17,11
12524,5104,2,1.0,1210,9375,1.0,0,1,4,7,1210,0,1952,0,200.3865,4.677999999999997,1680,8400,0,17,11
12525,20126,4,2.5,2830,7350,1.0,0,0,3,8,1690,1140,1982,0,200.3088,4.658999999999992,2350,7768,0,17,11
12526,19615,3,1.0,2000,22500,1.0,0,0,3,7,1680,320,1939,0,200.71099999999998,4.692000000000006,2000,10000,0,17,11
12527,13589,4,2.75,2870,7200,2.0,0,0,3,9,2870,0,2008,0,200.5688,4.682999999999994,2030,5400,0,17,11
12528,1563,4,2.5,1810,4871,2.0,0,0,3,8,1810,0,1999,0,200.4088,4.807999999999994,1850,5003,0,17,11
12529,14514,3,1.0,1340,4120,1.0,0,0,4,7,1040,300,1921,0,200.6916,4.647999999999996,1270,4635,0,17,11
12530,20972,2,1.5,680,772,2.0,0,0,3,7,680,0,2005,0,200.695,4.657000000000012,690,1059,0,17,11
12531,11339,2,1.5,1160,1269,2.0,0,0,3,7,970,190,2005,0,200.6608,4.665000000000006,1700,3150,0,17,11
12532,11995,3,1.0,1000,6020,1.0,0,0,3,6,1000,0,1944,0,200.4793,4.6539999999999955,1300,8640,0,17,11
12533,18508,3,2.0,1510,9153,1.0,0,0,4,7,1510,0,1974,0,200.3412,4.727000000000004,1780,9286,0,17,11
12534,1578,2,1.0,1630,7680,1.0,0,0,3,7,830,800,1947,0,200.7092,4.709000000000003,1250,7740,0,17,11
12535,11064,3,1.5,1600,10548,1.0,0,0,4,7,1600,0,1962,0,200.2925,4.716000000000008,2880,13609,0,17,11
12536,13128,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,1975,0,200.1976,5.001000000000005,1950,8941,0,17,11
12537,2740,3,1.75,2180,14135,1.0,0,2,5,8,1300,880,1947,0,200.673,4.812999999999988,3540,10318,0,17,11
12538,1713,4,1.75,2150,9148,1.0,0,0,4,7,2150,0,1955,0,200.5828,4.802999999999997,2370,9148,0,17,11
12539,12367,5,2.5,3440,12900,1.0,0,2,4,8,1720,1720,1958,0,200.4426,4.657999999999987,2100,10751,0,17,11
12540,13072,4,1.75,1420,7500,1.0,0,0,4,7,1080,340,1981,0,200.4025,4.823999999999998,1500,7260,0,17,11
12541,11545,5,3.5,3330,3705,2.0,0,0,3,9,2610,720,2008,0,200.5567,4.876000000000005,2810,3971,0,17,11
12542,14183,3,1.75,1810,7950,1.0,0,0,4,7,1810,0,1968,0,200.6236,4.882999999999996,1680,7725,0,17,11
12543,18001,4,3.75,3980,7828,2.0,0,0,3,10,3980,0,2001,0,200.6303,4.935000000000001,3980,8910,0,17,11
12544,1243,2,1.0,820,6200,1.0,0,0,4,6,820,0,1954,0,200.4163,4.659999999999997,1410,14000,0,17,11
12545,9975,4,2.0,1830,21183,1.0,0,0,4,7,1060,770,1966,0,200.4826,4.872000000000014,1950,6120,0,17,11
12546,4016,3,2.25,3100,11985,1.0,0,0,4,7,1790,1310,1963,0,200.3825,4.689999999999999,1770,7954,0,17,11
12547,20191,4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,200.5401,4.9739999999999895,1390,942,0,17,11
12548,2031,3,2.75,1120,881,3.0,0,0,3,8,1120,0,1999,0,200.6914,4.657000000000012,1120,1087,0,17,11
12549,20348,4,2.5,3220,38448,2.0,0,0,3,10,3220,0,1993,0,200.6854,4.947000000000003,3090,38448,0,17,11
12550,11230,4,2.5,1613,4338,2.0,0,0,3,7,1613,0,2009,0,200.3859,4.837999999999994,1427,4341,0,17,11
12551,16217,4,2.25,2180,7000,1.0,0,0,3,8,1680,500,1969,0,200.4651,4.807999999999994,2000,8000,0,17,11
12552,19203,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1956,0,200.7403,4.744,1570,8692,0,17,11
12553,3276,3,1.5,1090,7698,1.0,0,0,5,7,1090,0,1966,0,200.4553,4.826000000000008,1540,7624,0,17,11
12554,17646,3,1.75,2120,11340,1.0,0,3,4,7,1060,1060,1966,0,200.4109,4.671000000000007,1830,8650,0,17,11
12555,21161,4,3.75,3490,5625,2.0,0,0,3,9,2610,880,2014,0,200.6685,4.667999999999992,1940,5000,0,17,11
12556,18015,4,2.75,2650,6717,2.0,0,0,3,10,2650,0,2014,0,200.4947,4.8289999999999935,2740,7923,0,17,11
12557,1319,3,2.5,2830,5831,2.0,0,0,3,9,2830,0,2010,0,200.7744,4.7760000000000105,2830,6064,0,17,11
12558,2986,4,2.0,1810,42981,1.0,0,0,4,7,1810,0,1973,0,200.5597,5.150000000000006,1980,113691,0,17,11
12559,14750,3,1.5,1500,11616,1.0,0,0,3,7,1100,400,1980,0,200.4062,4.826000000000008,1830,8288,0,17,11
12560,11145,3,1.0,1200,5252,1.0,0,0,3,7,1200,0,1962,0,200.6075,4.8660000000000005,1800,7920,0,17,11
12561,16445,4,2.0,1900,5100,1.0,0,0,3,6,950,950,1914,1973,200.6767,4.6200000000000045,1230,5100,0,17,11
12562,14360,4,2.0,2240,7085,1.5,0,0,3,7,2240,0,1944,1992,200.7309,4.694999999999993,1440,7085,0,17,11
12563,19390,2,1.0,670,7312,1.0,0,0,3,5,670,0,1942,0,200.7145,4.715000000000003,860,8242,0,17,11
12564,4708,4,2.25,1970,7125,1.5,0,0,3,7,1500,470,1908,0,200.6725,4.707000000000008,1980,4750,0,17,11
12565,1740,5,1.0,2170,65340,1.5,0,0,4,7,1670,500,1930,0,200.7555,4.796000000000007,3170,12884,0,17,11
12566,14733,2,1.0,700,8100,1.0,0,0,3,6,700,0,1949,0,200.7492,4.688999999999994,1230,8100,0,17,11
12567,14281,4,2.5,2714,12558,2.0,0,0,3,9,2714,0,2014,0,200.3522,4.798999999999992,2873,8269,0,17,11
12568,13078,3,2.5,1590,8449,2.0,0,0,3,7,1590,0,1989,0,200.3493,4.822999999999993,1750,7172,0,17,11
12569,17866,3,1.0,980,9135,1.0,0,0,3,7,980,0,1955,0,200.3496,4.710999999999999,1780,9135,0,17,11
12570,1547,3,2.5,2180,4533,2.0,0,0,3,7,2180,0,2010,0,200.75400000000002,4.784999999999997,2180,7347,0,17,11
12571,2191,6,3.0,2600,9350,1.0,0,0,4,8,1340,1260,1963,0,200.6198,4.894999999999996,2090,9102,0,17,11
12572,16607,4,2.75,2560,7961,1.0,0,2,4,8,1450,1110,1975,0,200.6499,4.801000000000002,2500,9009,0,17,11
12573,7351,1,1.0,1060,54846,1.0,1,4,3,5,1060,0,1935,0,200.4716,4.555000000000007,2258,31762,0,17,11
12574,7689,4,2.5,2820,25995,2.0,0,0,3,9,2820,0,1998,0,200.3415,4.9710000000000045,3330,27653,0,17,11
12575,12731,3,1.75,1610,3478,1.5,0,0,4,7,1060,550,1929,0,200.6774,4.627999999999986,1610,3478,0,17,11
12576,11670,3,2.5,2000,4500,2.0,0,0,3,7,2000,0,2010,0,200.4937,4.850999999999999,2230,4501,0,17,11
12577,4755,3,1.5,1550,7260,1.5,0,0,2,6,1550,0,1925,0,200.4693,4.6510000000000105,1190,7620,0,17,11
12578,15615,4,2.75,3420,6787,2.0,0,0,3,9,3420,0,2010,0,200.6962,4.977000000000004,3450,6137,0,17,11
12579,13960,3,3.0,2610,22672,1.5,1,4,4,8,2610,0,1952,0,200.4414,4.646000000000001,2810,22672,0,17,11
12580,867,3,1.75,1140,8263,1.0,0,0,5,7,1140,0,1950,0,200.7407,4.6729999999999885,1140,6770,0,17,11
12581,18214,4,2.5,2350,7203,2.0,0,0,3,8,2350,0,1989,0,200.5123,4.8489999999999895,2260,7274,0,17,11
12582,10666,3,2.0,2310,10525,2.0,0,0,5,7,2310,0,1965,0,200.6727,4.826000000000008,1430,10523,0,17,11
12583,5216,4,1.75,1920,6000,1.0,0,0,4,7,960,960,1954,0,200.7137,4.685000000000001,1850,7200,0,17,11
12584,5223,3,2.5,2690,17461,2.0,0,3,3,10,2690,0,1997,0,200.65400000000002,4.912000000000006,3610,16887,0,17,11
12585,8542,3,2.75,1400,7880,1.0,0,0,3,7,1000,400,1981,0,200.5095,4.807000000000002,1400,7279,0,17,11
12586,14704,3,2.5,1340,3011,2.0,0,0,3,7,1340,0,1995,0,200.3839,4.962000000000003,1060,3232,0,17,11
12587,15538,3,2.5,2510,5186,2.0,0,0,3,7,2510,0,2001,0,200.6895,4.959000000000003,2530,5186,0,17,11
12588,15922,4,5.25,6110,10369,2.0,0,0,3,11,6110,0,2005,0,200.5285,4.864999999999995,4190,10762,0,17,11
12589,6147,4,2.75,2760,5670,2.0,0,0,3,10,2760,0,2014,0,200.5819,4.952999999999988,2760,6600,0,17,11
12590,18061,2,1.0,1000,7664,1.0,0,2,3,7,1000,0,1939,0,200.7001,4.688999999999994,1570,6350,0,17,11
12591,978,4,2.75,2560,6900,1.0,0,0,3,8,1480,1080,1959,0,200.68599999999998,4.702999999999988,2600,7200,0,17,11
12592,17378,4,3.25,3910,6293,2.0,0,0,3,9,3130,780,2006,0,200.5389,5.1400000000000015,4410,6015,0,17,11
12593,20962,3,1.75,1760,4125,1.5,0,3,4,7,1760,0,1927,0,200.6748,4.647999999999996,1760,4000,0,17,11
12594,1952,4,1.0,1460,4600,1.0,0,2,3,6,780,680,1946,0,200.56599999999997,4.6200000000000045,1560,4600,0,17,11
12595,5579,3,1.0,1040,9800,1.0,0,0,4,7,1040,0,1955,0,200.5765,4.844999999999999,1280,8880,0,17,11
12596,16326,4,3.0,2240,7035,2.0,0,0,3,7,2240,0,1942,1993,200.5124,4.626000000000005,1060,6300,0,17,11
12597,1230,2,1.5,1240,1101,2.0,0,0,3,8,1080,160,2009,0,200.5758,4.6910000000000025,1530,1209,0,17,11
12598,5182,3,2.25,1370,7087,2.0,0,0,3,7,1370,0,1993,0,200.3504,4.965000000000003,1400,6600,0,17,11
12599,1842,4,2.5,1870,5692,2.0,0,0,3,7,1870,0,2004,0,200.4334,4.852000000000004,2390,5293,0,17,11
12600,6607,0,2.5,2290,8319,2.0,0,0,3,8,2290,0,1985,0,200.3473,4.8489999999999895,2500,8751,0,17,11
12601,8852,5,2.0,2040,6180,2.0,0,0,4,7,2040,0,1908,0,200.5503,4.719999999999999,1870,4365,0,17,11
12602,18060,3,1.75,2090,7667,1.0,0,2,3,7,1200,890,1952,0,200.7007,4.687999999999988,1480,7666,0,17,11
12603,9333,2,1.0,1370,11584,1.0,0,0,4,6,1370,0,1950,0,200.4224,4.707000000000008,1330,8012,0,17,11
12604,11069,3,1.75,1430,20193,1.0,0,0,3,7,1430,0,1955,0,200.5619,4.817000000000006,2140,18364,0,17,11
12605,10214,5,3.5,3430,6872,2.0,0,0,3,10,2830,600,2002,0,200.4065,4.792999999999992,3650,6600,0,17,11
12606,10800,4,1.75,2630,11213,1.0,0,2,4,8,1430,1200,1948,0,200.7158,4.6339999999999995,2240,15186,0,17,11
12607,6952,2,1.0,1250,4558,1.0,0,0,3,7,1250,0,1948,0,200.5318,4.621000000000009,1180,4494,1,18,11
12608,11414,3,3.25,5020,12431,2.0,1,4,3,10,3420,1600,1941,2002,200.5925,4.712999999999994,3680,12620,1,18,11
12609,5907,3,1.5,990,8925,1.0,0,0,4,7,990,0,1962,0,200.3294,4.668999999999997,1360,8625,1,18,11
12610,3566,4,1.75,1940,13370,1.0,0,0,4,8,1940,0,1974,0,200.3215,4.631,2405,11769,1,18,11
12611,6945,3,1.5,1030,6969,1.0,0,0,4,6,1030,0,1921,0,200.5492,4.700000000000003,1420,6000,1,18,11
12612,18370,4,2.25,1970,7532,1.0,0,0,3,8,1390,580,1983,0,200.7219,4.8910000000000045,1970,8248,1,18,11
12613,2686,4,2.5,2180,4000,2.0,0,0,3,8,1700,480,2002,0,200.5553,4.731000000000009,2180,4000,1,18,11
12614,9476,3,1.75,2000,6130,1.0,0,0,4,8,1120,880,1951,0,200.6925,4.612000000000009,2140,7150,1,18,11
12615,4376,3,1.0,1020,7650,1.0,0,0,3,7,1020,0,1940,0,200.7198,4.647999999999996,1440,7650,1,18,11
12616,2474,3,1.5,1240,1221,2.0,0,0,3,8,1050,190,2009,0,200.7073,4.643999999999991,1180,887,1,18,11
12617,2239,4,2.25,2660,11200,2.0,0,0,4,8,2660,0,1972,0,200.4722,4.869,2090,11120,1,18,11
12618,7265,2,1.0,1180,6000,1.0,0,0,3,7,1180,0,1910,0,200.6531,4.6270000000000095,1600,6000,1,18,11
12619,447,5,4.5,5220,67319,2.0,0,0,3,11,5220,0,2001,0,200.7666,4.872000000000014,4190,40609,1,18,11
12620,700,4,2.25,1500,5393,2.0,0,0,3,7,1500,0,1999,0,200.3378,4.737000000000009,1700,5917,1,18,11
12621,529,3,2.5,2090,3002,2.0,0,0,3,7,1670,420,2005,0,200.745,5.0160000000000045,2090,3163,1,18,11
12622,1060,3,2.5,2540,40106,2.0,0,0,3,10,2540,0,1991,0,200.6037,4.957000000000008,3190,71797,1,18,11
12623,3981,3,2.0,1470,12096,1.0,0,0,4,6,1470,0,1942,0,200.3734,4.807000000000002,1470,10966,1,18,11
12624,18095,3,2.25,1870,1900,3.0,0,0,3,8,1870,0,2008,0,200.6537,4.659999999999997,1690,1694,1,18,11
12625,16176,3,1.75,1600,7711,1.0,0,0,3,7,1600,0,1999,0,200.28400000000002,4.7979999999999885,2100,7711,1,18,11
12626,17196,4,2.25,1960,12243,2.0,0,0,3,8,1960,0,1989,0,200.3405,4.942000000000006,1910,12230,1,18,11
12627,20797,3,1.75,1810,7300,1.0,0,0,4,7,1240,570,1976,0,200.7299,4.807999999999994,1460,7560,1,18,11
12628,20704,4,2.75,2990,6626,2.0,0,0,3,9,2990,0,2014,0,200.7107,4.8900000000000015,2910,5533,1,18,11
12629,15909,3,2.5,1810,4113,2.0,0,0,3,7,1810,0,2004,0,200.3715,4.873999999999995,1880,4465,1,18,11
12630,11523,4,2.5,2660,8469,2.0,0,0,3,10,2660,0,1994,0,200.5529,4.879999999999996,2920,10697,1,18,11
12631,18246,4,2.25,2380,4876,2.0,0,0,4,9,2240,140,1948,0,200.6822,4.599999999999994,1780,4559,1,18,11
12632,17381,4,2.5,2890,7306,2.0,0,0,3,7,2890,0,2006,0,200.5447,5.117000000000004,2850,6687,1,18,11
12633,8317,3,1.75,1290,7205,1.5,0,0,3,7,1290,0,1971,0,200.7329,4.762999999999991,1340,7214,1,18,11
12634,18191,4,2.5,2350,7245,2.0,0,0,3,8,2350,0,1993,0,200.6318,4.977000000000004,2350,9419,1,18,11
12635,19374,3,2.0,2390,8025,2.0,0,0,5,7,2390,0,1921,0,200.6707,4.712000000000003,1920,5350,1,18,11
12636,12341,5,2.75,2730,5820,2.0,0,0,3,8,2730,0,2014,0,200.4856,4.8460000000000045,2730,5700,1,18,11
12637,11712,3,1.5,1390,5040,1.0,0,0,3,7,1090,300,1947,0,200.6611,4.717999999999988,1910,4800,1,18,11
12638,1034,3,1.0,1320,5000,1.0,0,0,4,7,1090,230,1920,0,200.6674,4.635000000000005,1700,5000,1,18,11
12639,7431,2,2.0,1540,7290,2.0,0,0,3,7,1540,0,1948,1983,200.551,4.605000000000004,1540,7072,1,18,11
12640,8016,4,1.75,960,8863,1.0,0,0,5,6,580,380,1949,0,200.5372,4.710999999999999,1720,8249,1,18,11
12641,18176,4,2.25,2240,8376,1.0,0,0,3,8,1740,500,1984,0,200.6323,4.9710000000000045,1890,7875,1,18,11
12642,99,3,2.5,1980,7800,2.0,0,0,3,8,1980,0,1999,0,200.4492,4.801000000000002,1700,20580,1,18,11
12643,7767,4,2.25,2020,4960,2.0,0,0,3,7,1710,310,1938,0,200.6867,4.631,1590,4550,1,18,11
12644,18296,3,2.5,1630,11592,2.0,0,0,3,8,1630,0,1987,0,200.7574,4.772000000000006,1700,8850,1,18,11
12645,18782,3,2.0,1790,7259,1.0,0,0,3,7,1390,400,1980,0,200.4643,4.8289999999999935,1790,7700,1,18,11
12646,15646,5,3.25,4115,7910,2.0,0,0,3,9,4115,0,2014,0,200.6847,4.9839999999999955,3950,6765,1,18,11
12647,531,3,2.5,1570,2577,2.0,0,0,3,7,1570,0,2005,0,200.7456,5.0160000000000045,1970,2952,1,18,11
12648,913,5,2.5,3370,4850,2.0,0,0,3,9,3370,0,2007,0,200.5078,4.831000000000003,2900,5570,1,18,11
12649,14018,3,1.0,1080,10639,1.5,0,0,3,7,1080,0,1953,0,200.3171,4.781000000000006,1470,10600,1,18,11
12650,6637,2,1.0,830,7609,1.0,0,0,3,6,830,0,1943,0,200.5057,4.652000000000001,1170,7609,1,18,11
12651,19920,5,2.0,2740,3838,1.0,0,0,4,7,1370,1370,1959,0,200.6819,4.6070000000000135,1660,4040,1,18,11
12652,5310,2,2.5,1400,1262,2.0,0,0,3,8,1160,240,2008,0,200.5342,4.6510000000000105,1060,1524,1,18,11
12653,8497,3,1.5,1530,10827,1.0,0,0,4,8,1530,0,1955,0,200.6354,4.7660000000000045,2050,10827,1,18,11
12654,12158,3,1.0,1520,8055,1.5,0,0,3,7,1520,0,1952,0,200.7222,4.694999999999993,1560,8160,1,18,11
12655,7096,3,2.25,2190,2416,3.0,0,0,3,8,2190,0,2014,0,200.6758,4.6200000000000045,1510,3615,1,18,11
12656,10848,3,1.75,1680,4240,1.5,0,0,4,7,1680,0,1926,0,200.5745,4.688999999999994,1460,4240,1,18,11
12657,2490,4,2.5,2390,9638,2.0,0,0,3,10,2390,0,1988,0,200.5598,4.9820000000000135,2630,9258,1,18,11
12658,9118,3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,200.6357,4.676000000000002,1550,1092,1,18,11
12659,7303,2,2.5,1590,1485,2.0,0,0,3,8,1300,290,1994,0,200.6375,4.613,1880,3675,1,18,11
12660,14548,3,1.0,1340,5175,1.0,0,0,3,7,940,400,1987,0,200.7321,4.659999999999997,1020,5500,1,18,11
12661,15005,3,2.0,1690,16061,1.0,0,0,3,7,1690,0,1984,0,200.6359,4.965000000000003,1280,12436,1,18,11
12662,17926,2,1.5,1260,6660,1.5,0,0,4,7,1260,0,1926,0,200.6792,4.712999999999994,2140,4770,1,18,11
12663,13034,4,2.5,2840,8746,2.0,0,0,3,8,2840,0,2001,0,200.19,4.987000000000009,2630,9900,1,18,11
12664,3751,5,1.0,1750,3861,1.5,0,0,3,7,1750,0,1903,0,200.6075,4.704999999999998,1700,4255,1,18,11
12665,2268,3,2.5,2930,9280,2.0,0,0,4,10,2930,0,1988,0,200.6335,4.8489999999999895,2730,10090,1,18,11
12666,15820,3,3.0,2300,7701,1.0,0,0,3,7,2300,0,1960,0,200.5102,4.819999999999993,1570,8116,1,18,11
12667,17013,3,1.0,950,4760,1.5,0,0,3,6,950,0,1929,0,200.5236,4.652000000000001,1080,4760,1,18,11
12668,20176,2,1.0,1250,5040,1.0,0,0,3,7,950,300,1920,0,200.6959,4.635000000000005,1290,5040,1,18,11
12669,18472,2,1.0,620,4760,1.0,0,0,3,6,620,0,1941,0,200.5292,4.623999999999995,620,4760,1,18,11
12670,15388,3,2.5,3380,9528,2.0,0,0,3,10,3380,0,1994,0,200.5275,4.852000000000004,3630,14089,1,18,11
12671,6492,4,2.0,1700,21780,1.0,0,0,4,6,1080,620,1940,0,200.6289,4.892000000000009,2070,12054,1,18,11
12672,5518,3,1.5,1400,9600,1.0,0,0,4,7,1400,0,1964,0,200.2878,4.702999999999988,2210,15000,1,18,11
12673,2983,3,1.0,1370,17859,1.0,0,0,4,7,1150,220,1930,0,200.5617,5.1410000000000045,1460,47044,1,18,11
12674,290,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,200.5876,4.707999999999998,2450,6000,1,18,11
12675,5554,5,1.75,1240,8936,1.0,0,0,3,7,1240,0,1954,0,200.5738,4.86399999999999,1600,9341,1,18,11
12676,18933,3,1.5,1390,12500,1.0,0,0,4,6,1390,0,1976,0,200.6496,5.092000000000013,1390,9000,1,18,11
12677,20682,3,1.0,1100,7470,1.0,0,0,4,5,1100,0,1917,0,200.5242,5.168999999999997,1280,7055,1,18,11
12678,16260,4,2.5,2550,8824,2.0,0,0,3,9,2550,0,1990,0,200.3979,4.787999999999997,2630,11237,1,18,11
12679,8465,4,2.25,2330,10451,2.0,0,0,4,8,2330,0,1965,0,200.6044,4.832000000000008,1880,8400,1,18,11
12680,12024,3,2.5,2360,9005,1.0,0,0,5,7,1340,1020,1929,0,200.7076,4.662999999999997,1520,9005,1,18,11
12681,6436,3,1.75,2820,8879,1.0,0,0,5,7,1540,1280,1920,1957,200.5094,4.623999999999995,1640,7850,1,18,11
12682,5528,4,2.5,2370,10513,2.0,0,0,4,8,2370,0,1987,0,200.6915,4.9010000000000105,2110,9540,1,18,11
